ID	source_form	phon_form	notes	source	cognate_class	reliability	original_cognate_class
046	PLOME			DyenDB	046-203	A	046-206
047	PO			DyenDB	047-002	A	047-002
048	SI BATE, SI K'BATE, SI PINGHI			DyenDB	048-205	A	048-205
050	FEU			DyenDB	050-002	A	050-002
051	PEHON			DyenDB	051-009	A	051-009
052	CINQ'			DyenDB	052-002	A	052-002
053	FLOTER			DyenDB	053-003	A	053-003
054	COLER			DyenDB	054-209	A	054-209
055	FLEUR			DyenDB	055-002	A	055-002
056	VOLER			DyenDB	056-005	A	056-005
057	BROULIARD			DyenDB	057-006	A	057-006
058	PI			DyenDB	058-200	A	058-200
